,dataset,ssim_norm,ssim
218,ShanghaiTech_part_B,0.4638095498085022,0.5144753456115723
219,ShanghaiTech_part_B,0.7983333468437195,0.8325823545455933
220,ShanghaiTech_part_B,0.740485429763794,0.763579785823822
221,ShanghaiTech_part_B,0.5533406734466553,0.5412274599075317
222,ShanghaiTech_part_B,0.9628108143806458,0.9620413780212402
223,ShanghaiTech_part_B,0.9125910401344299,0.9144401550292969
224,ShanghaiTech_part_B,0.7130018472671509,0.3869094252586365
225,ShanghaiTech_part_B,0.3881285786628723,0.17677117884159088
226,ShanghaiTech_part_B,0.5194180011749268,0.4548647999763489
227,ShanghaiTech_part_B,0.6218637824058533,0.5433914065361023
228,ShanghaiTech_part_B,0.24289128184318542,0.0564834289252758
229,ShanghaiTech_part_B,0.7135648131370544,0.6497846841812134
230,ShanghaiTech_part_B,0.9173405766487122,0.9299959540367126
231,ShanghaiTech_part_B,0.8163902759552002,0.8280788064002991
232,ShanghaiTech_part_B,0.7972383499145508,0.8646720051765442
233,ShanghaiTech_part_B,0.4830745458602905,0.480857789516449
234,ShanghaiTech_part_B,0.8510298132896423,0.7837095260620117
235,ShanghaiTech_part_B,0.9495746493339539,0.9508010149002075
236,ShanghaiTech_part_B,0.536891520023346,0.5790935754776001
237,ShanghaiTech_part_B,0.7589054703712463,0.7856109142303467
238,ShanghaiTech_part_B,0.7234145998954773,0.7178080677986145
239,ShanghaiTech_part_B,0.6048636436462402,0.5205398797988892
240,ShanghaiTech_part_B,0.606350302696228,0.5866789817810059
241,ShanghaiTech_part_B,0.8109801411628723,0.8310461044311523
242,ShanghaiTech_part_B,0.5173395872116089,0.3762563169002533
243,ShanghaiTech_part_B,0.8935050964355469,0.9092983603477478
244,ShanghaiTech_part_B,0.9228426814079285,0.9230760931968689
245,ShanghaiTech_part_B,0.8346499800682068,0.6005681157112122
246,ShanghaiTech_part_B,0.8416755199432373,0.4296499788761139
247,ShanghaiTech_part_B,0.29642292857170105,0.10705433785915375
248,ShanghaiTech_part_B,0.7899631261825562,0.804197371006012
249,ShanghaiTech_part_B,0.9368213415145874,0.9360712170600891
250,ShanghaiTech_part_B,0.9335649609565735,0.9207866787910461
251,ShanghaiTech_part_B,0.9137592911720276,0.9194741249084473
252,ShanghaiTech_part_B,0.30913716554641724,0.18119336664676666
253,ShanghaiTech_part_B,0.879355251789093,0.9158669710159302
254,ShanghaiTech_part_B,0.5977031588554382,0.5572891235351562
255,ShanghaiTech_part_B,0.6741480231285095,0.5708624124526978
256,ShanghaiTech_part_B,0.880031943321228,0.8862600326538086
257,ShanghaiTech_part_B,0.49838992953300476,0.4367731213569641
258,ShanghaiTech_part_B,0.949767529964447,0.9533820152282715
259,ShanghaiTech_part_B,0.7046474814414978,0.6789029240608215
260,ShanghaiTech_part_B,0.7011110782623291,0.7565722465515137
261,ShanghaiTech_part_B,0.8643606305122375,0.8719824552536011
262,ShanghaiTech_part_B,0.8224833607673645,0.8223605155944824
